16-1-2 00:30:39.3|Info|Bootstrap|Starting Sonarr - /NzbDrone/NzbDrone.exe - Version 2.0.0.3645
16-1-2 00:30:46.2|Debug|MigrationLogger|UPDATE [EpisodeFiles] SET ReleaseGroup = NULL , SceneName = NULL WHERE    ReleaseGroup IS NULL    OR SceneName IS NULL    OR ReleaseGroup =='DRONE'    OR LENGTH(SceneName) <10    OR LENGTH(ReleaseGroup) > 20    OR SceneName NOT LIKE '%.%'
16-1-2 00:30:46.2|Debug|MigrationLogger|Took: 00:00:00.0020430
16-1-2 00:30:46.2|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (61, '2016-01-02T00:30:46', 'clear_bad_scene_names')
16-1-2 00:30:46.2|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:46.2|Debug|MigrationLogger|61: clear_bad_scene_names migrated
16-1-2 00:30:46.2|Debug|MigrationLogger|Took: 00:00:00.0132290
16-1-2 00:30:46.2|Info|MigrationLogger|*** 62: convert_quality_models migrating ***
16-1-2 00:30:46.2|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:46.2|Info|convert_quality_models|Starting migration to 62
16-1-2 00:30:46.3|Debug|MigrationLogger|PerformDBOperation 
16-1-2 00:30:46.3|Debug|MigrationLogger|Performing DB Operation
16-1-2 00:30:46.3|Debug|MigrationLogger|Took: 00:00:00.0030990
16-1-2 00:30:46.3|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (62, '2016-01-02T00:30:46', 'convert_quality_models')
16-1-2 00:30:46.3|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:46.3|Debug|MigrationLogger|62: convert_quality_models migrated
16-1-2 00:30:46.3|Debug|MigrationLogger|Took: 00:00:00.0146300
16-1-2 00:30:46.3|Info|MigrationLogger|*** 63: add_remotepathmappings migrating ***
16-1-2 00:30:46.3|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:46.3|Info|add_remotepathmappings|Starting migration to 63
16-1-2 00:30:46.3|Debug|MigrationLogger|CreateTable RemotePathMappings
16-1-2 00:30:46.3|Debug|MigrationLogger|CREATE TABLE "RemotePathMappings" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "Host" TEXT NOT NULL, "RemotePath" TEXT NOT NULL, "LocalPath" TEXT NOT NULL)
16-1-2 00:30:46.3|Debug|MigrationLogger|Took: 00:00:00.0022910
16-1-2 00:30:46.3|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (63, '2016-01-02T00:30:46', 'add_remotepathmappings')
16-1-2 00:30:46.3|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:46.3|Debug|MigrationLogger|63: add_remotepathmappings migrated
16-1-2 00:30:46.3|Debug|MigrationLogger|Took: 00:00:00.0107150
16-1-2 00:30:46.3|Info|MigrationLogger|*** 64: remove_method_from_logs migrating ***
16-1-2 00:30:46.3|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:46.3|Info|remove_method_from_logs|Starting migration to 64
16-1-2 00:30:46.3|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (64, '2016-01-02T00:30:46', 'remove_method_from_logs')
16-1-2 00:30:46.3|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:46.3|Debug|MigrationLogger|64: remove_method_from_logs migrated
16-1-2 00:30:46.3|Debug|MigrationLogger|Took: 00:00:00.0231260
16-1-2 00:30:46.4|Info|MigrationLogger|*** 65: make_scene_numbering_nullable migrating ***
16-1-2 00:30:46.4|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:46.4|Info|make_scene_numbering_nullable|Starting migration to 65
16-1-2 00:30:46.4|Debug|MigrationLogger|ExecuteSqlStatement UPDATE Episodes SET AbsoluteEpisodeNumber = NULL WHERE AbsoluteEpisodeNumber = 0
16-1-2 00:30:46.4|Debug|MigrationLogger|UPDATE Episodes SET AbsoluteEpisodeNumber = NULL WHERE AbsoluteEpisodeNumber = 0
16-1-2 00:30:46.4|Debug|MigrationLogger|Took: 00:00:00.0020710
16-1-2 00:30:46.4|Debug|MigrationLogger|ExecuteSqlStatement UPDATE Episodes SET SceneAbsoluteEpisodeNumber = NULL WHERE SceneAbsoluteEpisodeNumber = 0
16-1-2 00:30:46.4|Debug|MigrationLogger|UPDATE Episodes SET SceneAbsoluteEpisodeNumber = NULL WHERE SceneAbsoluteEpisodeNumber = 0
16-1-2 00:30:46.4|Debug|MigrationLogger|Took: 00:00:00.0060550
16-1-2 00:30:46.4|Debug|MigrationLogger|ExecuteSqlStatement UPDATE Episodes SET SceneSeasonNumber = NULL, SceneEpisodeNumber = NULL WHERE SceneSeasonNumber = 0 AND SceneEpisodeNumber = 0
16-1-2 00:30:46.4|Debug|MigrationLogger|UPDATE Episodes SET SceneSeasonNumber = NULL, SceneEpisodeNumber = NULL WHERE SceneSeasonNumber = 0 AND SceneEpisodeNumber = 0
16-1-2 00:30:46.4|Debug|MigrationLogger|Took: 00:00:00.0028510
16-1-2 00:30:46.4|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (65, '2016-01-02T00:30:46', 'make_scene_numbering_nullable')
16-1-2 00:30:46.4|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:46.4|Debug|MigrationLogger|65: make_scene_numbering_nullable migrated
16-1-2 00:30:46.4|Debug|MigrationLogger|Took: 00:00:00.0173410
16-1-2 00:30:46.4|Info|MigrationLogger|*** 66: add_tags migrating ***
16-1-2 00:30:46.4|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:46.4|Info|add_tags|Starting migration to 66
16-1-2 00:30:46.4|Debug|MigrationLogger|CreateTable Tags
16-1-2 00:30:46.4|Debug|MigrationLogger|CREATE TABLE "Tags" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "Label" TEXT NOT NULL)
16-1-2 00:30:46.4|Debug|MigrationLogger|Took: 00:00:00.0026160
16-1-2 00:30:46.4|Debug|MigrationLogger|AlterTable Series
16-1-2 00:30:46.4|Debug|MigrationLogger|
16-1-2 00:30:46.4|Debug|MigrationLogger|Took: 00:00:00.0021770
16-1-2 00:30:46.4|Debug|MigrationLogger|CreateColumn Series Tags String
16-1-2 00:30:46.4|Debug|MigrationLogger|ALTER TABLE "Series" ADD COLUMN "Tags" TEXT
16-1-2 00:30:46.4|Debug|MigrationLogger|Took: 00:00:00.0022390
16-1-2 00:30:46.5|Debug|MigrationLogger|AlterTable Notifications
16-1-2 00:30:46.5|Debug|MigrationLogger|
16-1-2 00:30:46.5|Debug|MigrationLogger|Took: 00:00:00.0018370
16-1-2 00:30:46.5|Debug|MigrationLogger|CreateColumn Notifications Tags String
16-1-2 00:30:46.5|Debug|MigrationLogger|ALTER TABLE "Notifications" ADD COLUMN "Tags" TEXT
16-1-2 00:30:46.5|Debug|MigrationLogger|Took: 00:00:00.0028120
16-1-2 00:30:46.5|Debug|MigrationLogger|ExecuteSqlStatement UPDATE Series SET Tags = '[]'
16-1-2 00:30:46.5|Debug|MigrationLogger|UPDATE Series SET Tags = '[]'
16-1-2 00:30:46.5|Debug|MigrationLogger|Took: 00:00:00.0017250
16-1-2 00:30:46.5|Debug|MigrationLogger|ExecuteSqlStatement UPDATE Notifications SET Tags = '[]'
16-1-2 00:30:46.5|Debug|MigrationLogger|UPDATE Notifications SET Tags = '[]'
16-1-2 00:30:46.5|Debug|MigrationLogger|Took: 00:00:00.0023240
16-1-2 00:30:46.5|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (66, '2016-01-02T00:30:46', 'add_tags')
16-1-2 00:30:46.5|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:46.5|Debug|MigrationLogger|66: add_tags migrated
16-1-2 00:30:46.5|Debug|MigrationLogger|Took: 00:00:00.0150210
16-1-2 00:30:46.5|Info|MigrationLogger|*** 67: add_added_to_series migrating ***
16-1-2 00:30:46.5|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:46.5|Info|add_added_to_series|Starting migration to 67
16-1-2 00:30:46.5|Debug|MigrationLogger|AlterTable Series
16-1-2 00:30:46.5|Debug|MigrationLogger|
16-1-2 00:30:46.5|Debug|MigrationLogger|Took: 00:00:00.0020040
16-1-2 00:30:46.5|Debug|MigrationLogger|CreateColumn Series Added DateTime
16-1-2 00:30:46.5|Debug|MigrationLogger|ALTER TABLE "Series" ADD COLUMN "Added" DATETIME
16-1-2 00:30:46.5|Debug|MigrationLogger|Took: 00:00:00.0044800
16-1-2 00:30:46.5|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (67, '2016-01-02T00:30:46', 'add_added_to_series')
16-1-2 00:30:46.5|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:46.5|Debug|MigrationLogger|67: add_added_to_series migrated
16-1-2 00:30:46.5|Debug|MigrationLogger|Took: 00:00:00.0160620
16-1-2 00:30:46.5|Info|MigrationLogger|*** 68: add_release_restrictions migrating ***
16-1-2 00:30:46.5|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:46.6|Info|add_release_restrictions|Starting migration to 68
16-1-2 00:30:46.6|Debug|MigrationLogger|CreateTable Restrictions
16-1-2 00:30:46.6|Debug|MigrationLogger|CREATE TABLE "Restrictions" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "Required" TEXT, "Preferred" TEXT, "Ignored" TEXT, "Tags" TEXT NOT NULL)
16-1-2 00:30:46.6|Debug|MigrationLogger|Took: 00:00:00.0030910
16-1-2 00:30:46.6|Debug|MigrationLogger|PerformDBOperation 
16-1-2 00:30:46.6|Debug|MigrationLogger|Performing DB Operation
16-1-2 00:30:46.6|Debug|MigrationLogger|Took: 00:00:00.0029930
16-1-2 00:30:46.6|Debug|MigrationLogger|ExecuteSqlStatement DELETE FROM Config WHERE [Key] = 'releaserestrictions'
16-1-2 00:30:46.6|Debug|MigrationLogger|DELETE FROM Config WHERE [Key] = 'releaserestrictions'
16-1-2 00:30:46.6|Debug|MigrationLogger|Took: 00:00:00.0020020
16-1-2 00:30:46.6|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (68, '2016-01-02T00:30:46', 'add_release_restrictions')
16-1-2 00:30:46.6|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:46.6|Debug|MigrationLogger|68: add_release_restrictions migrated
16-1-2 00:30:46.6|Debug|MigrationLogger|Took: 00:00:00.0160330
16-1-2 00:30:46.6|Info|MigrationLogger|*** 69: quality_proper migrating ***
16-1-2 00:30:46.6|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:46.6|Info|quality_proper|Starting migration to 69
16-1-2 00:30:46.6|Debug|MigrationLogger|PerformDBOperation 
16-1-2 00:30:46.6|Debug|MigrationLogger|Performing DB Operation
16-1-2 00:30:46.6|Debug|MigrationLogger|Took: 00:00:00.0022800
16-1-2 00:30:46.6|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (69, '2016-01-02T00:30:46', 'quality_proper')
16-1-2 00:30:46.6|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:46.6|Debug|MigrationLogger|69: quality_proper migrated
16-1-2 00:30:46.6|Debug|MigrationLogger|Took: 00:00:00.0151270
16-1-2 00:30:46.6|Info|MigrationLogger|*** 70: delay_profile migrating ***
16-1-2 00:30:46.7|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:46.7|Info|delay_profile|Starting migration to 70
16-1-2 00:30:46.7|Debug|MigrationLogger|CreateTable DelayProfiles
16-1-2 00:30:46.7|Debug|MigrationLogger|CREATE TABLE "DelayProfiles" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "EnableUsenet" INTEGER NOT NULL, "EnableTorrent" INTEGER NOT NULL, "PreferredProtocol" INTEGER NOT NULL, "UsenetDelay" INTEGER NOT NULL, "TorrentDelay" INTEGER NOT NULL, "Order" INTEGER NOT NULL, "Tags" TEXT NOT NULL)
16-1-2 00:30:46.7|Debug|MigrationLogger|Took: 00:00:00.0044430
16-1-2 00:30:46.7|Debug|MigrationLogger|INSERT INTO "DelayProfiles" ("EnableUsenet", "EnableTorrent", "PreferredProtocol", "UsenetDelay", "TorrentDelay", "Order", "Tags") VALUES (1, 1, 1, 0, 0, 2147483647, '[]')
16-1-2 00:30:46.7|Debug|MigrationLogger|PerformDBOperation 
16-1-2 00:30:46.7|Debug|MigrationLogger|Performing DB Operation
16-1-2 00:30:46.7|Debug|MigrationLogger|Took: 00:00:00.0046940
16-1-2 00:30:46.7|Debug|MigrationLogger|DeleteColumn Profiles GrabDelay
16-1-2 00:30:46.7|Debug|MigrationLogger|CREATE TABLE "Profiles_temp" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "Name" TEXT NOT NULL, "Cutoff" INTEGER NOT NULL, "Items" TEXT NOT NULL, "Language" INTEGER, "GrabDelayMode" INTEGER)
16-1-2 00:30:46.7|Debug|MigrationLogger|INSERT INTO "Profiles_temp" SELECT "Id", "Name", "Cutoff", "Items", "Language", "GrabDelayMode" FROM "Profiles"
16-1-2 00:30:46.7|Debug|MigrationLogger|DROP TABLE "Profiles"
16-1-2 00:30:46.7|Debug|MigrationLogger|ALTER TABLE "Profiles_temp" RENAME TO "Profiles"
16-1-2 00:30:46.7|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_QualityProfiles_Name" ON "Profiles" ("Name" ASC)
16-1-2 00:30:46.7|Debug|MigrationLogger|Took: 00:00:00.0292480
16-1-2 00:30:46.7|Debug|MigrationLogger|DeleteColumn Profiles GrabDelayMode
16-1-2 00:30:46.7|Debug|MigrationLogger|CREATE TABLE "Profiles_temp" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "Name" TEXT NOT NULL, "Cutoff" INTEGER NOT NULL, "Items" TEXT NOT NULL, "Language" INTEGER)
16-1-2 00:30:46.7|Debug|MigrationLogger|INSERT INTO "Profiles_temp" SELECT "Id", "Name", "Cutoff", "Items", "Language" FROM "Profiles"
16-1-2 00:30:46.7|Debug|MigrationLogger|DROP TABLE "Profiles"
16-1-2 00:30:46.8|Debug|MigrationLogger|ALTER TABLE "Profiles_temp" RENAME TO "Profiles"
16-1-2 00:30:46.8|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_QualityProfiles_Name" ON "Profiles" ("Name" ASC)
16-1-2 00:30:46.8|Debug|MigrationLogger|Took: 00:00:00.0321860
16-1-2 00:30:46.8|Debug|MigrationLogger|-> 1 Insert operations completed in 00:00:00.0023920 taking an average of 00:00:00.0023920
16-1-2 00:30:46.8|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (70, '2016-01-02T00:30:46', 'delay_profile')
16-1-2 00:30:46.8|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:46.8|Debug|MigrationLogger|70: delay_profile migrated
16-1-2 00:30:46.8|Debug|MigrationLogger|Took: 00:00:00.0436850
16-1-2 00:30:46.8|Info|MigrationLogger|*** 71: unknown_quality_in_profile migrating ***
16-1-2 00:30:46.8|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:46.8|Info|unknown_quality_in_profile|Starting migration to 71
16-1-2 00:30:46.8|Debug|MigrationLogger|DeleteColumn QualityDefinitions Weight
16-1-2 00:30:46.8|Debug|MigrationLogger|CREATE TABLE "QualityDefinitions_temp" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "Quality" INTEGER NOT NULL, "Title" TEXT NOT NULL, "MinSize" INTEGER NOT NULL, "MaxSize" INTEGER NOT NULL)
16-1-2 00:30:46.8|Debug|MigrationLogger|INSERT INTO "QualityDefinitions_temp" SELECT "Id", "Quality", "Title", "MinSize", "MaxSize" FROM "QualityDefinitions"
16-1-2 00:30:46.8|Debug|MigrationLogger|DROP TABLE "QualityDefinitions"
16-1-2 00:30:46.8|Debug|MigrationLogger|ALTER TABLE "QualityDefinitions_temp" RENAME TO "QualityDefinitions"
16-1-2 00:30:46.8|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_QualityDefinitions_Quality" ON "QualityDefinitions" ("Quality" ASC)
16-1-2 00:30:46.8|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_QualityDefinitions_Title" ON "QualityDefinitions" ("Title" ASC)
16-1-2 00:30:46.8|Debug|MigrationLogger|Took: 00:00:00.0398200
16-1-2 00:30:46.8|Debug|MigrationLogger|PerformDBOperation 
16-1-2 00:30:46.8|Debug|MigrationLogger|Performing DB Operation
16-1-2 00:30:46.8|Debug|MigrationLogger|Took: 00:00:00.0035320
16-1-2 00:30:46.8|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (71, '2016-01-02T00:30:46', 'unknown_quality_in_profile')
16-1-2 00:30:46.8|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:46.9|Debug|MigrationLogger|71: unknown_quality_in_profile migrated
16-1-2 00:30:46.9|Debug|MigrationLogger|Took: 00:00:00.0168890
16-1-2 00:30:46.9|Info|MigrationLogger|*** 72: history_downloadId migrating ***
16-1-2 00:30:46.9|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:46.9|Info|history_downloadId|Starting migration to 72
16-1-2 00:30:46.9|Debug|MigrationLogger|AlterTable History
16-1-2 00:30:46.9|Debug|MigrationLogger|
16-1-2 00:30:46.9|Debug|MigrationLogger|Took: 00:00:00.0020710
16-1-2 00:30:46.9|Debug|MigrationLogger|CreateColumn History DownloadId String
16-1-2 00:30:46.9|Debug|MigrationLogger|ALTER TABLE "History" ADD COLUMN "DownloadId" TEXT
16-1-2 00:30:46.9|Debug|MigrationLogger|Took: 00:00:00.0026920
16-1-2 00:30:46.9|Debug|MigrationLogger|CreateIndex History (DownloadId)
16-1-2 00:30:46.9|Debug|MigrationLogger|CREATE INDEX "IX_History_DownloadId" ON "History" ("DownloadId" ASC)
16-1-2 00:30:46.9|Debug|MigrationLogger|Took: 00:00:00.0020700
16-1-2 00:30:46.9|Debug|MigrationLogger|PerformDBOperation 
16-1-2 00:30:46.9|Debug|MigrationLogger|Performing DB Operation
16-1-2 00:30:46.9|Debug|MigrationLogger|Took: 00:00:00.0023370
16-1-2 00:30:46.9|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (72, '2016-01-02T00:30:46', 'history_downloadId')
16-1-2 00:30:46.9|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:46.9|Debug|MigrationLogger|72: history_downloadId migrated
16-1-2 00:30:46.9|Debug|MigrationLogger|Took: 00:00:00.0108390
16-1-2 00:30:46.9|Info|MigrationLogger|*** 73: clear_ratings migrating ***
16-1-2 00:30:46.9|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:46.9|Info|clear_ratings|Starting migration to 73
16-1-2 00:30:46.9|Debug|MigrationLogger|UpdateData 
16-1-2 00:30:46.9|Debug|MigrationLogger|UPDATE "Series" SET "Ratings" = '{}' WHERE 1 = 1
16-1-2 00:30:47.0|Debug|MigrationLogger|Took: 00:00:00.0034050
16-1-2 00:30:47.0|Debug|MigrationLogger|UpdateData 
16-1-2 00:30:47.0|Debug|MigrationLogger|UPDATE "Episodes" SET "Ratings" = '{}' WHERE 1 = 1
16-1-2 00:30:47.0|Debug|MigrationLogger|Took: 00:00:00.0038520
16-1-2 00:30:47.0|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (73, '2016-01-02T00:30:47', 'clear_ratings')
16-1-2 00:30:47.0|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:47.0|Debug|MigrationLogger|73: clear_ratings migrated
16-1-2 00:30:47.0|Debug|MigrationLogger|Took: 00:00:00.0168330
16-1-2 00:30:47.0|Info|MigrationLogger|*** 74: disable_eztv migrating ***
16-1-2 00:30:47.0|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:47.0|Info|disable_eztv|Starting migration to 74
16-1-2 00:30:47.0|Debug|MigrationLogger|ExecuteSqlStatement UPDATE Indexers SET EnableRss = 0, EnableSearch = 0 WHERE Implementation = 'Eztv' AND Settings LIKE '%ezrss.it%'
16-1-2 00:30:47.0|Debug|MigrationLogger|UPDATE Indexers SET EnableRss = 0, EnableSearch = 0 WHERE Implementation = 'Eztv' AND Settings LIKE '%ezrss.it%'
16-1-2 00:30:47.0|Debug|MigrationLogger|Took: 00:00:00.0021240
16-1-2 00:30:47.0|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (74, '2016-01-02T00:30:47', 'disable_eztv')
16-1-2 00:30:47.0|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:47.0|Debug|MigrationLogger|74: disable_eztv migrated
16-1-2 00:30:47.0|Debug|MigrationLogger|Took: 00:00:00.0179090
16-1-2 00:30:47.0|Info|MigrationLogger|*** 75: force_lib_update migrating ***
16-1-2 00:30:47.0|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:47.0|Info|force_lib_update|Starting migration to 75
16-1-2 00:30:47.0|Debug|MigrationLogger|UpdateData 
16-1-2 00:30:47.0|Debug|MigrationLogger|UPDATE "ScheduledTasks" SET "LastExecution" = '2014-01-01 00:00:00' WHERE "TypeName" = 'NzbDrone.Core.Tv.Commands.RefreshSeriesCommand'
16-1-2 00:30:47.0|Debug|MigrationLogger|Took: 00:00:00.0020250
16-1-2 00:30:47.0|Debug|MigrationLogger|UpdateData 
16-1-2 00:30:47.0|Debug|MigrationLogger|UPDATE "Series" SET "LastInfoSync" = '2014-01-01 00:00:00' WHERE 1 = 1
16-1-2 00:30:47.1|Debug|MigrationLogger|Took: 00:00:00.0047020
16-1-2 00:30:47.1|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (75, '2016-01-02T00:30:47', 'force_lib_update')
16-1-2 00:30:47.1|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:47.1|Debug|MigrationLogger|75: force_lib_update migrated
16-1-2 00:30:47.1|Debug|MigrationLogger|Took: 00:00:00.0152190
16-1-2 00:30:47.1|Info|MigrationLogger|*** 76: add_users_table migrating ***
16-1-2 00:30:47.1|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:47.1|Info|add_users_table|Starting migration to 76
16-1-2 00:30:47.1|Debug|MigrationLogger|CreateTable Users
16-1-2 00:30:47.1|Debug|MigrationLogger|CREATE TABLE "Users" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "Identifier" TEXT NOT NULL, "Username" TEXT NOT NULL, "Password" TEXT NOT NULL)
16-1-2 00:30:47.1|Debug|MigrationLogger|Took: 00:00:00.0023740
16-1-2 00:30:47.1|Debug|MigrationLogger|CreateIndex Users (Identifier)
16-1-2 00:30:47.1|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_Users_Identifier" ON "Users" ("Identifier" ASC)
16-1-2 00:30:47.1|Debug|MigrationLogger|Took: 00:00:00.0030690
16-1-2 00:30:47.1|Debug|MigrationLogger|CreateIndex Users (Username)
16-1-2 00:30:47.1|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_Users_Username" ON "Users" ("Username" ASC)
16-1-2 00:30:47.1|Debug|MigrationLogger|Took: 00:00:00.0023850
16-1-2 00:30:47.1|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (76, '2016-01-02T00:30:47', 'add_users_table')
16-1-2 00:30:47.1|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:47.1|Debug|MigrationLogger|76: add_users_table migrated
16-1-2 00:30:47.1|Debug|MigrationLogger|Took: 00:00:00.0136600
16-1-2 00:30:47.1|Info|MigrationLogger|*** 77: add_add_options_to_series migrating ***
16-1-2 00:30:47.1|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:47.1|Info|add_add_options_to_series|Starting migration to 77
16-1-2 00:30:47.1|Debug|MigrationLogger|AlterTable Series
16-1-2 00:30:47.2|Debug|MigrationLogger|
16-1-2 00:30:47.2|Debug|MigrationLogger|Took: 00:00:00.0037450
16-1-2 00:30:47.2|Debug|MigrationLogger|CreateColumn Series AddOptions String
16-1-2 00:30:47.2|Debug|MigrationLogger|ALTER TABLE "Series" ADD COLUMN "AddOptions" TEXT
16-1-2 00:30:47.2|Debug|MigrationLogger|Took: 00:00:00.0023760
16-1-2 00:30:47.2|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (77, '2016-01-02T00:30:47', 'add_add_options_to_series')
16-1-2 00:30:47.2|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:47.2|Debug|MigrationLogger|77: add_add_options_to_series migrated
16-1-2 00:30:47.2|Debug|MigrationLogger|Took: 00:00:00.0123670
16-1-2 00:30:47.2|Info|MigrationLogger|*** 78: add_commands_table migrating ***
16-1-2 00:30:47.2|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:47.2|Info|add_commands_table|Starting migration to 78
16-1-2 00:30:47.2|Debug|MigrationLogger|CreateTable Commands
16-1-2 00:30:47.2|Debug|MigrationLogger|CREATE TABLE "Commands" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "Name" TEXT NOT NULL, "Body" TEXT NOT NULL, "Priority" INTEGER NOT NULL, "Status" INTEGER NOT NULL, "QueuedAt" DATETIME NOT NULL, "StartedAt" DATETIME, "EndedAt" DATETIME, "Duration" TEXT, "Exception" TEXT, "Trigger" INTEGER NOT NULL)
16-1-2 00:30:47.2|Debug|MigrationLogger|Took: 00:00:00.0045130
16-1-2 00:30:47.2|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (78, '2016-01-02T00:30:47', 'add_commands_table')
16-1-2 00:30:47.2|Debug|MigrationLogger|Committing Transaction
16-1-2 00:30:47.2|Debug|MigrationLogger|78: add_commands_table migrated
16-1-2 00:30:47.2|Debug|MigrationLogger|Took: 00:00:00.0180390
16-1-2 00:30:47.2|Info|MigrationLogger|*** 79: dedupe_tags migrating ***
16-1-2 00:30:47.2|Debug|MigrationLogger|Beginning Transaction
16-1-2 00:30:47.2|Info|dedupe_tags|Starting migration to 79
16-1-2 00:30:47.2|Debug|MigrationLogger|PerformDBOperation 
16-1-2 00:30:47.2|Debug|MigrationLogger|Performing DB Operation
16-1-2 00:30:47.3|Debug|MigrationLogger|Took: 00:00:00.0577930
16-1-2 00:30:47.3|Debug|MigrationLogger|AlterTable Tags
16-1-2 00:30:47.3|Debug|MigrationLogger|
16-1-2 00:30:47.3|Debug|MigrationLogger|Took: 00:00:00.0029000
16-1-2 00:30:47.3|Debug|MigrationLogger|AlterColumn Tags Label String
16-1-2 00:30:47.3|Debug|MigrationLogger|CREATE TABLE "Tags_temp" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "Label" TEXT NOT NULL)
16-1-2 00:30:47.3|Debug|MigrationLogger|INSERT INTO "Tags_temp" SELECT "Id", "Label" FROM "Tags"
16-1-2 00:30:47.3|Debug|MigrationLogger|DROP TABLE "Tags"
16-1-2 00:30:47.3|Debug|MigrationLogger|ALTER TABLE "Tags_temp" RENAME TO "Tags"
16-1-2 00:30:47.3|Debug|MigrationLogger|Took: 00:00:00.0234210
16-1-2 00:30:47.3|Debug|MigrationLogger|CreateIndex Tags (Label)
16-1-2 00:30:47.3|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_Tags_Label" ON "Tags" ("Label" ASC)
